local,rooms,price,area,restroom,status,kind,movel
" Azeitão (São Lourenço e São Simão), Setúbal",T4,1290,200,3,Renovado,moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T4,2000,262,3,Usado,moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T3,2800,138,3,Usado,moradia,arrendar
" Castelo (Sesimbra), Sesimbra, Setúbal",T3,2900,171,3,Usado,moradia,arrendar
" Sines, Setúbal",T3,1600,"233,81",2,Usado,moradia,arrendar
" Palhais e Coina, Barreiro, Setúbal",T4,1700,252,4,Usado,moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T4,2800,345,3,"

",moradia,arrendar
" Corroios, Seixal, Setúbal",T4,1400,199,3,Renovado,moradia,arrendar
" Castelo (Sesimbra), Sesimbra, Setúbal",T3,2900,171,3,Usado,moradia,arrendar
" Palmela, Setúbal",T10 ou superior,6000,199,4,Usado,moradia,arrendar
" Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal",T2,800,67,1,Renovado,moradia,arrendar
" Poceirão e Marateca, Palmela, Setúbal",T4,2850,500,2,Renovado,moradia,arrendar
" Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça), Setúbal",T1,850,"53,24",2,Usado,moradia,arrendar
" Porto Covo, Sines, Setúbal",T4,1200,69,,"

",moradia,arrendar
" Sines, Setúbal",T3,2500,96,,"

",moradia,arrendar
" Moita, Setúbal",T2,890,75,1,Renovado,moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T6,7000,402,4,Usado,moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T5,2850,163,4,Usado,moradia,arrendar
" Santiago (Sesimbra), Sesimbra, Setúbal",T4,3050,264,4,"

",moradia,arrendar
" Poceirão e Marateca, Palmela, Setúbal",T4,2850,253,2,"
                                                                                                        Maxgroup                                                                                        ",moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T1,800,54,1,Renovado,moradia,arrendar
" Quinta do Anjo, Palmela, Setúbal",T3,1700,"159,84",4,"

",moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T4,1850,165,,Casas de Banho: 4 ou mais,moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T3,2400,160,2,Novo,moradia,arrendar
" Castelo (Sesimbra), Sesimbra, Setúbal",T5,2500,168,4,Usado,moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T3,2500,"201,10",2,"
                                                                                                        Remax Grupo Solução                                                                                        ",moradia,arrendar
" Corroios, Seixal, Setúbal",T6,4500,"324,12",,"

",moradia,arrendar
" Palmela, Setúbal",T2,900,108,,"

",moradia,arrendar
" Fernão Ferro, Seixal, Setúbal",T4,1500,"133,23",3,Usado,moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T2,950,75,,"

",moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T3,1500,160,2,Renovado,moradia,arrendar
" Quinta do Anjo, Palmela, Setúbal",T3,1750,230,4,Novo,moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T3,1100,165,3,Usado,moradia,arrendar
" Cercal, Santiago do Cacém, Setúbal",T3,1000,105,,"

",moradia,arrendar
" Melides, Grândola, Setúbal",T3,1100,"82,42",,"

",moradia,arrendar
" Atalaia e Alto Estanqueiro-Jardia, Montijo, Setúbal",T4,2950,250,4,Usado,moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T3,295000,179,2,Renovado,moradia,arrendar
" Palmela, Setúbal",T10 ou superior,6000,350,,"

",moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T3,900,70,,Casas de Banho: 1,moradia,arrendar
" Corroios, Seixal, Setúbal",T4,3000,160,3,Renovado,moradia,arrendar
" Sines, Setúbal",T3,2000,322,3,Usado,moradia,arrendar
" Sines, Setúbal",T3,1100,90,1,Usado,moradia,arrendar
" Sines, Setúbal",T4,2300,281,3,Renovado,moradia,arrendar
" Sines, Setúbal",T6,1200,200,2,Usado,moradia,arrendar
" Santiago (Sesimbra), Sesimbra, Setúbal",T3,1200,150,2,Usado,moradia,arrendar
" Comporta, Alcácer do Sal, Setúbal",T2,2100,52,1,Usado,moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T4,2500,190,3,Usado,moradia,arrendar
" Amora, Seixal, Setúbal",T6,470000,192,4,Usado,moradia,arrendar
" Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal",T3,950,82,1,Renovado,moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T2,750,60,1,"
",moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T2,780,60,1,Novo,moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T4,1500,143,3,Usado,moradia,arrendar
" Sines, Setúbal",T4,,"106,50",2,Usado,moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T3,1200,95,,,moradia,arrendar
" Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça), Setúbal",T1,850,"79,16",1,Usado,moradia,arrendar
" Quinta do Conde, Sesimbra, Setúbal",T2,550,65,1,Renovado,moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T1,750,70,,"

",moradia,arrendar
" Montijo e Afonsoeiro, Montijo, Setúbal",T1,550,40,,,moradia,arrendar
" Corroios, Seixal, Setúbal",T3,1200,100,2,"
",moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T1,500,80,1,"
                                            Anúncio particular                                    ",moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T3,1800,200,3,Usado,moradia,arrendar
" Costa da Caparica, Almada, Setúbal",T5,2000,125,2,"

",moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T2,700,70,,,moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T4,1400,180,4,Usado,moradia,arrendar
" Abela, Santiago do Cacém, Setúbal",T2,450,80,1,Renovado,moradia,arrendar
" Alcochete, Setúbal",T1,450,55,1,Renovado,moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T2,950,65,2,Usado,moradia,arrendar
" Santiago (Sesimbra), Sesimbra, Setúbal",T3,1100,170,,"

",moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T2,600,32,1,Usado,moradia,arrendar
" Charneca de Caparica e Sobreda, Almada, Setúbal",T5,5500,280,4,Renovado,moradia,arrendar
" Azeitão (São Lourenço e São Simão), Setúbal",T4,1000,85,,"
",moradia,arrendar
" Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana, Alcácer do Sal, Setúbal",T2,1000,149,3,"

",moradia,arrendar
" Palmela, Setúbal",T3,1500,149,3,"
                                                                                                        Collection Lounge                                                                                        ",moradia,arrendar
" Palmela, Setúbal",T6,6000,500,4,Usado,moradia,arrendar
" Santiago (Sesimbra), Sesimbra, Setúbal",T4,1500,146,4,Usado,moradia,arrendar
" São Sebastião, Setúbal",T1,850,"79,16",1,Usado,moradia,arrendar
" São Sebastião, Setúbal",T2,650,1002,1,Renovado,moradia,arrendar
" Castelo (Sesimbra), Sesimbra, Setúbal",T1,300,30,1,Renovado,moradia,arrendar
" Melides, Grândola, Setúbal",T3,1100,100,2,Renovado,moradia,arrendar
" Sines, Setúbal",T3,1500,100,1,Renovado,moradia,arrendar
" Moita, Setúbal",T4,750,120,,"

",moradia,arrendar
" Laranjeiro e Feijó, Almada, Setúbal",T4,950,140,1,Renovado,moradia,arrendar
" Torrão, Alcácer do Sal, Setúbal",T4,485,"97,80",1,Para recuperar,moradia,arrendar
" Santiago (Sesimbra), Sesimbra, Setúbal",T2,650,30,1,Usado,moradia,arrendar
" Quinta do Anjo, Palmela, Setúbal",T1,730,50,1,Renovado,moradia,arrendar
" Castelo (Sesimbra), Sesimbra, Setúbal",T3,,120,2,Usado,moradia,arrendar
" Carreço, Viana do Castelo",T4,2500,233,4,"

",moradia,arrendar
" Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo",T1,450,43,1,Renovado,moradia,arrendar
" Carreço, Viana do Castelo",T4,2500,"469,50",3,Usado,moradia,arrendar
" Arca e Ponte de Lima, Ponte de Lima, Viana do Castelo",T3,750,212,3,"

",moradia,arrendar
" Lanhelas, Caminha, Viana do Castelo",T3,950,156,3,"

",moradia,arrendar
" Darque, Viana do Castelo",T2,800,101,1,Usado,moradia,arrendar
" Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo",T2,800,120,2,Renovado,moradia,arrendar
" Infesta, Paredes de Coura, Viana do Castelo",T3,1000,200,2,Usado,moradia,arrendar
" Santa Marta de Portuzelo, Viana do Castelo",T4,790,360,3,"

",moradia,arrendar
" Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo",T3,700,93,2,"

",moradia,arrendar
" Paredes de Coura e Resende, Paredes de Coura, Viana do Castelo",T3,550,180,1,Usado,moradia,arrendar
" Formariz e Ferreira, Paredes de Coura, Viana do Castelo",T0,275,40,1,Renovado,moradia,arrendar
" Valença, Cristelo Covo e Arão, Valença, Viana do Castelo",T1,280,60,1,Usado,moradia,arrendar
" Carreço, Viana do Castelo",T3,600,80,2,Usado,moradia,arrendar
" Alvarães, Viana do Castelo",T3,850,134,2,Novo,moradia,arrendar
" Pensalvos e Parada de Monteiros, Vila Pouca de Aguiar, Vila Real",T5,1100,197,2,Usado,moradia,arrendar
" Vilar de Nantes, Chaves, Vila Real",T4,275,350,3,"

",moradia,arrendar
" Cabril, Montalegre, Vila Real",T3,350,100,1,"

",moradia,arrendar
" Vreia de Bornes, Vila Pouca de Aguiar, Vila Real",T4,350,"159,66",2,"

",moradia,arrendar
" Soutelo de Aguiar, Vila Pouca de Aguiar, Vila Real",T4,950,160,2,Usado,moradia,arrendar
" Borbela e Lamas de Olo, Vila Real",T3,555,115,2,Renovado,moradia,arrendar
" Murça, Vila Real",T3,250,72,2,Usado,moradia,arrendar
" Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real",T3,600,100,2,Renovado,moradia,arrendar
" Peso da Régua e Godim, Peso da Régua, Vila Real",T2,240,55,,"

",moradia,arrendar
" São João de Lourosa, Viseu",T3,450,200,2,Renovado,moradia,arrendar
" Tarouquela, Cinfães, Viseu",T5,3250,138,2,"

",moradia,arrendar
" Castelões, Tondela, Viseu",T2,500,90,1,"
",moradia,arrendar
" Castelões, Tondela, Viseu",T1,550,"91,90",1,Usado,moradia,arrendar
" Lamego (Almacave e Sé), Lamego, Viseu",T3,250,70,1,Usado,moradia,arrendar
 Viseu,T3,1000,210,4,Usado,moradia,arrendar
" Abraveses, Viseu",T1,375,45,1,Usado,moradia,arrendar
" Santa Cruz da Trapa e São Cristóvão de Lafões, São Pedro do Sul, Viseu",T1,250,80,1,Renovado,moradia,arrendar
" Lamego (Almacave e Sé), Lamego, Viseu",T3,300,70,1,Usado,moradia,arrendar
" Abraveses, Viseu",T3,590,115,1,Usado,moradia,arrendar
" Fragosela, Viseu",T3,450,200,2,Renovado,moradia,arrendar
